year,matric ,fsc,et,deduction,merit,Eligibility
2018,4.365,26.19,13.095,0,43.65,0
2018,4.565,27.39,13.695,0,45.65,0
2018,4.435,26.61,13.305,0,44.35,0
2018,3.553,21.318,10.659,0,35.53,0
2018,4.355,26.13,13.065,0,43.55,0
2018,6.53,39.18,19.59,0,65.3,1
2018,4.343,26.058,13.029,0,43.43,0
2018,3.423,20.538,10.269,0,34.23,0
2018,5.343,32.058,16.029,0,53.43,1
2018,4.543,27.258,13.629,0,45.43,0
2018,5.353,32.118,16.059,0,53.53,1
2018,4.332,25.992,12.996,0,43.32,0
2018,4.854,29.124,14.562,0,48.54,0
2018,4.464,26.784,13.392,0,44.64,0
